Date,Invoice Number,Customer ID,Product ID,Units Sold,Gross,Sales Tax,Net,Net
3-Oct-17,Inv00304,Cus0200,Pro154,2,9.98,2.3,12.28,13.28
3-Oct-17,Inv00305,Cus0207,Pro146,8,14,3.22,17.22,18.22
3-Oct-17,Inv00306,Cus0202,Pro148,10,34.9,8.03,42.93,43.93
3-Oct-17,Inv00307,Cus0203,Pro146,5,8.75,2.01,10.76,11.76
3-Oct-17,Inv00308,Cus0200,Pro147,14,24.5,5.64,30.14,31.14
3-Oct-17,Inv00309,Cus0207,Pro151,14,38.5,8.86,47.36,48.36
3-Oct-17,Inv00310,Cus0206,Pro148,26,90.74,20.87,111.61,112.61
3-Oct-17,Inv00311,Cus0200,Pro149,24,102,23.46,125.46,126.46
3-Oct-17,Inv00312,Cus0206,Pro150,2,10.5,2.42,12.92,13.92
3-Oct-17,Inv00313,Cus0204,Pro146,26,45.5,10.47,55.97,56.97
3-Oct-17,Inv00314,Cus0203,Pro154,26,129.74,29.84,159.58,160.58
3-Oct-17,Inv00315,Cus0206,Pro150,15,78.75,18.11,96.86,97.86
3-Oct-17,Inv00316,Cus0202,Pro149,11,46.75,10.75,57.5,58.5
3-Oct-17,Inv00317,Cus0205,Pro151,2,5.5,1.27,6.77,7.77
3-Oct-17,Inv00318,Cus0200,Pro148,3,10.47,2.41,12.88,13.88
3-Oct-17,Inv00319,Cus0209,Pro147,22,38.5,8.86,47.36,48.36
3-Oct-17,Inv00320,Cus0201,Pro146,19,33.25,7.65,40.9,41.9
3-Oct-17,Inv00321,Cus0205,Pro150,4,21,4.83,25.83,26.83
3-Oct-17,Inv00322,Cus0204,Pro154,2,9.98,2.3,12.28,13.28
3-Oct-17,Inv00323,Cus0200,Pro151,15,41.25,9.49,50.74,51.74
3-Oct-17,Inv00324,Cus0209,Pro149,17,72.25,16.62,88.87,89.87
3-Oct-17,Inv00325,Cus0200,Pro148,27,94.23,21.67,115.9,116.9
3-Oct-17,Inv00326,Cus0206,Pro153,17,118.83,27.33,146.16,147.16
3-Oct-17,Inv00327,Cus0205,Pro147,3,5.25,1.21,6.46,7.46
3-Oct-17,Inv00328,Cus0208,Pro152,23,34.27,7.88,42.15,43.15
3-Oct-17,Inv00329,Cus0203,Pro145,2,7.98,1.84,9.82,10.82
3-Oct-17,Inv00330,Cus0205,Pro153,2,13.98,3.22,17.2,18.2
3-Oct-17,Inv00331,Cus0209,Pro149,27,114.75,26.39,141.14,142.14
3-Oct-17,Inv00332,Cus0208,Pro154,19,94.81,21.81,116.62,117.62
3-Oct-17,Inv00333,Cus0207,Pro149,5,21.25,4.89,26.14,27.14
4-Oct-17,Inv00334,Cus0210,Pro150,17,89.25,20.53,109.78,110.78
4-Oct-17,Inv00335,Cus0209,Pro148,21,73.29,16.86,90.15,91.15
4-Oct-17,Inv00336,Cus0210,Pro149,15,63.75,14.66,78.41,79.41
4-Oct-17,Inv00337,Cus0208,Pro148,23,80.27,18.46,98.73,99.73
4-Oct-17,Inv00338,Cus0204,Pro154,17,84.83,19.51,104.34,105.34
4-Oct-17,Inv00339,Cus0201,Pro153,13,90.87,20.9,111.77,112.77
4-Oct-17,Inv00340,Cus0206,Pro145,25,99.75,22.94,122.69,123.69
4-Oct-17,Inv00341,Cus0204,Pro145,25,99.75,22.94,122.69,123.69
4-Oct-17,Inv00342,Cus0203,Pro154,26,129.74,29.84,159.58,160.58
4-Oct-17,Inv00343,Cus0205,Pro148,5,17.45,4.01,21.46,22.46
4-Oct-17,Inv00344,Cus0209,Pro150,19,99.75,22.94,122.69,123.69
4-Oct-17,Inv00345,Cus0207,Pro152,27,40.23,9.25,49.48,50.48
4-Oct-17,Inv00346,Cus0208,Pro145,5,19.95,4.59,24.54,25.54
4-Oct-17,Inv00347,Cus0205,Pro146,26,45.5,10.47,55.97,56.97
4-Oct-17,Inv00348,Cus0201,Pro148,20,69.8,16.05,85.85,86.85
4-Oct-17,Inv00349,Cus0200,Pro148,26,90.74,20.87,111.61,112.61
4-Oct-17,Inv00350,Cus0203,Pro153,25,174.75,40.19,214.94,215.94
4-Oct-17,Inv00351,Cus0207,Pro148,6,20.94,4.82,25.76,26.76
4-Oct-17,Inv00352,Cus0208,Pro148,22,76.78,17.66,94.44,95.44
4-Oct-17,Inv00353,Cus0201,Pro153,10,69.9,16.08,85.98,86.98
4-Oct-17,Inv00354,Cus0205,Pro150,15,78.75,18.11,96.86,97.86
4-Oct-17,Inv00355,Cus0202,Pro154,2,9.98,2.3,12.28,13.28
4-Oct-17,Inv00356,Cus0202,Pro150,2,10.5,2.42,12.92,13.92
4-Oct-17,Inv00357,Cus0200,Pro149,12,51,11.73,62.73,63.73
4-Oct-17,Inv00358,Cus0203,Pro154,6,29.94,6.89,36.83,37.83
4-Oct-17,Inv00359,Cus0210,Pro153,24,167.76,38.58,206.34,207.34
4-Oct-17,Inv00360,Cus0200,Pro145,10,39.9,9.18,49.08,50.08
4-Oct-17,Inv00361,Cus0205,Pro149,12,51,11.73,62.73,63.73
4-Oct-17,Inv00362,Cus0208,Pro152,21,31.29,7.2,38.49,39.49
5-Oct-17,Inv00363,Cus0210,Pro151,14,38.5,8.86,47.36,48.36
5-Oct-17,Inv00364,Cus0210,Pro147,13,22.75,5.23,27.98,28.98
5-Oct-17,Inv00365,Cus0202,Pro149,3,12.75,2.93,15.68,16.68
5-Oct-17,Inv00366,Cus0200,Pro151,11,30.25,6.96,37.21,38.21
5-Oct-17,Inv00367,Cus0209,Pro153,18,125.82,28.94,154.76,155.76
5-Oct-17,Inv00368,Cus0200,Pro152,23,34.27,7.88,42.15,43.15
5-Oct-17,Inv00369,Cus0201,Pro152,4,5.96,1.37,7.33,8.33
5-Oct-17,Inv00370,Cus0204,Pro149,13,55.25,12.71,67.96,68.96
5-Oct-17,Inv00371,Cus0201,Pro145,2,7.98,1.84,9.82,10.82
5-Oct-17,Inv00372,Cus0206,Pro150,21,110.25,25.36,135.61,136.61
5-Oct-17,Inv00373,Cus0203,Pro148,25,87.25,20.07,107.32,108.32
5-Oct-17,Inv00374,Cus0201,Pro148,6,20.94,4.82,25.76,26.76
5-Oct-17,Inv00375,Cus0207,Pro145,18,71.82,16.52,88.34,89.34
5-Oct-17,Inv00376,Cus0201,Pro151,14,38.5,8.86,47.36,48.36
5-Oct-17,Inv00377,Cus0204,Pro152,2,2.98,0.69,3.67,4.67
5-Oct-17,Inv00378,Cus0205,Pro146,5,8.75,2.01,10.76,11.76
5-Oct-17,Inv00379,Cus0210,Pro148,24,83.76,19.26,103.02,104.02
5-Oct-17,Inv00380,Cus0204,Pro151,14,38.5,8.86,47.36,48.36
5-Oct-17,Inv00381,Cus0203,Pro151,22,60.5,13.92,74.42,75.42
5-Oct-17,Inv00382,Cus0202,Pro152,20,29.8,6.85,36.65,37.65
5-Oct-17,Inv00383,Cus0209,Pro153,13,90.87,20.9,111.77,112.77
5-Oct-17,Inv00384,Cus0202,Pro151,23,63.25,14.55,77.8,78.8
5-Oct-17,Inv00385,Cus0200,Pro150,23,120.75,27.77,148.52,149.52
5-Oct-17,Inv00386,Cus0204,Pro150,9,47.25,10.87,58.12,59.12
5-Oct-17,Inv00387,Cus0205,Pro148,24,83.76,19.26,103.02,104.02
5-Oct-17,Inv00388,Cus0208,Pro153,4,27.96,6.43,34.39,35.39
5-Oct-17,Inv00389,Cus0204,Pro153,6,41.94,9.65,51.59,52.59
5-Oct-17,Inv00390,Cus0201,Pro149,12,51,11.73,62.73,63.73
5-Oct-17,Inv00391,Cus0209,Pro150,19,99.75,22.94,122.69,123.69
5-Oct-17,Inv00392,Cus0202,Pro154,26,129.74,29.84,159.58,160.58
5-Oct-17,Inv00393,Cus0209,Pro153,10,69.9,16.08,85.98,86.98
5-Oct-17,Inv00394,Cus0204,Pro146,21,36.75,8.45,45.2,46.2
5-Oct-17,Inv00395,Cus0209,Pro152,6,8.94,2.06,11,12
5-Oct-17,Inv00396,Cus0208,Pro150,7,36.75,8.45,45.2,46.2
5-Oct-17,Inv00397,Cus0210,Pro153,3,20.97,4.82,25.79,26.79
5-Oct-17,Inv00398,Cus0206,Pro153,13,90.87,20.9,111.77,112.77
5-Oct-17,Inv00399,Cus0206,Pro150,19,99.75,22.94,122.69,123.69
5-Oct-17,Inv00400,Cus0207,Pro152,10,14.9,3.43,18.33,19.33
5-Oct-17,Inv00401,Cus0205,Pro153,22,153.78,35.37,189.15,190.15
5-Oct-17,Inv00402,Cus0202,Pro152,11,16.39,3.77,20.16,21.16
5-Oct-17,Inv00403,Cus0200,Pro152,9,13.41,3.08,16.49,17.49
6-Oct-17,Inv00404,Cus0201,Pro153,18,125.82,28.94,154.76,155.76
6-Oct-17,Inv00405,Cus0202,Pro150,7,36.75,8.45,45.2,46.2
6-Oct-17,Inv00406,Cus0208,Pro148,22,76.78,17.66,94.44,95.44
6-Oct-17,Inv00407,Cus0210,Pro146,25,43.75,10.06,53.81,54.81
6-Oct-17,Inv00408,Cus0200,Pro147,7,12.25,2.82,15.07,16.07
6-Oct-17,Inv00409,Cus0201,Pro152,14,20.86,4.8,25.66,26.66
6-Oct-17,Inv00410,Cus0202,Pro148,5,17.45,4.01,21.46,22.46
6-Oct-17,Inv00411,Cus0209,Pro153,16,111.84,25.72,137.56,138.56
6-Oct-17,Inv00412,Cus0209,Pro150,24,126,28.98,154.98,155.98
6-Oct-17,Inv00413,Cus0208,Pro145,21,83.79,19.27,103.06,104.06
6-Oct-17,Inv00414,Cus0206,Pro152,23,34.27,7.88,42.15,43.15
6-Oct-17,Inv00415,Cus0204,Pro154,3,14.97,3.44,18.41,19.41
6-Oct-17,Inv00416,Cus0209,Pro147,14,24.5,5.64,30.14,31.14
6-Oct-17,Inv00417,Cus0204,Pro148,13,45.37,10.44,55.81,56.81
6-Oct-17,Inv00418,Cus0207,Pro154,26,129.74,29.84,159.58,160.58
6-Oct-17,Inv00419,Cus0201,Pro152,7,10.43,2.4,12.83,13.83
6-Oct-17,Inv00420,Cus0205,Pro147,14,24.5,5.64,30.14,31.14
6-Oct-17,Inv00421,Cus0203,Pro148,4,13.96,3.21,17.17,18.17
6-Oct-17,Inv00422,Cus0200,Pro153,27,188.73,43.41,232.14,233.14
6-Oct-17,Inv00423,Cus0209,Pro145,26,103.74,23.86,127.6,128.6
6-Oct-17,Inv00424,Cus0203,Pro147,24,42,9.66,51.66,52.66
6-Oct-17,Inv00425,Cus0206,Pro153,15,104.85,24.12,128.97,129.97
6-Oct-17,Inv00426,Cus0201,Pro151,15,41.25,9.49,50.74,51.74
6-Oct-17,Inv00427,Cus0206,Pro154,3,14.97,3.44,18.41,19.41
6-Oct-17,Inv00428,Cus0209,Pro152,13,19.37,4.46,23.83,24.83
6-Oct-17,Inv00429,Cus0208,Pro145,3,11.97,2.75,14.72,15.72
6-Oct-17,Inv00430,Cus0200,Pro152,18,26.82,6.17,32.99,33.99
6-Oct-17,Inv00431,Cus0207,Pro151,17,46.75,10.75,57.5,58.5
6-Oct-17,Inv00432,Cus0203,Pro146,6,10.5,2.42,12.92,13.92
6-Oct-17,Inv00433,Cus0208,Pro146,12,21,4.83,25.83,26.83
6-Oct-17,Inv00434,Cus0205,Pro149,25,106.25,24.44,130.69,131.69
6-Oct-17,Inv00435,Cus0207,Pro145,26,103.74,23.86,127.6,128.6
6-Oct-17,Inv00436,Cus0200,Pro152,7,10.43,2.4,12.83,13.83
6-Oct-17,Inv00437,Cus0207,Pro153,4,27.96,6.43,34.39,35.39
6-Oct-17,Inv00438,Cus0200,Pro152,24,35.76,8.22,43.98,44.98
6-Oct-17,Inv00439,Cus0206,Pro150,4,21,4.83,25.83,26.83
6-Oct-17,Inv00440,Cus0207,Pro151,21,57.75,13.28,71.03,72.03
6-Oct-17,Inv00441,Cus0200,Pro154,26,129.74,29.84,159.58,160.58
6-Oct-17,Inv00442,Cus0201,Pro150,8,42,9.66,51.66,52.66
6-Oct-17,Inv00443,Cus0204,Pro152,15,22.35,5.14,27.49,28.49
7-Oct-17,Inv00444,Cus0203,Pro151,4,11,2.53,13.53,14.53
7-Oct-17,Inv00445,Cus0205,Pro149,20,85,19.55,104.55,105.55
7-Oct-17,Inv00446,Cus0201,Pro149,20,85,19.55,104.55,105.55
7-Oct-17,Inv00447,Cus0210,Pro150,15,78.75,18.11,96.86,97.86
7-Oct-17,Inv00448,Cus0204,Pro149,12,51,11.73,62.73,63.73
7-Oct-17,Inv00449,Cus0207,Pro153,17,118.83,27.33,146.16,147.16
7-Oct-17,Inv00450,Cus0205,Pro154,3,14.97,3.44,18.41,19.41
7-Oct-17,Inv00451,Cus0210,Pro145,23,91.77,21.11,112.88,113.88
7-Oct-17,Inv00452,Cus0209,Pro150,17,89.25,20.53,109.78,110.78
7-Oct-17,Inv00453,Cus0200,Pro149,2,8.5,1.96,10.46,11.46
7-Oct-17,Inv00454,Cus0206,Pro151,26,71.5,16.45,87.95,88.95
7-Oct-17,Inv00455,Cus0206,Pro150,15,78.75,18.11,96.86,97.86
7-Oct-17,Inv00456,Cus0200,Pro150,9,47.25,10.87,58.12,59.12
7-Oct-17,Inv00457,Cus0208,Pro154,2,9.98,2.3,12.28,13.28
7-Oct-17,Inv00458,Cus0202,Pro153,21,146.79,33.76,180.55,181.55
7-Oct-17,Inv00459,Cus0201,Pro153,14,97.86,22.51,120.37,121.37
7-Oct-17,Inv00460,Cus0205,Pro146,5,8.75,2.01,10.76,11.76
7-Oct-17,Inv00461,Cus0200,Pro147,2,3.5,0.81,4.31,5.31
7-Oct-17,Inv00462,Cus0201,Pro150,20,105,24.15,129.15,130.15
7-Oct-17,Inv00463,Cus0210,Pro153,20,139.8,32.15,171.95,172.95
7-Oct-17,Inv00464,Cus0200,Pro152,20,29.8,6.85,36.65,37.65
7-Oct-17,Inv00465,Cus0209,Pro146,14,24.5,5.64,30.14,31.14
7-Oct-17,Inv00466,Cus0204,Pro147,24,42,9.66,51.66,52.66
7-Oct-17,Inv00467,Cus0204,Pro152,8,11.92,2.74,14.66,15.66
7-Oct-17,Inv00468,Cus0203,Pro151,5,13.75,3.16,16.91,17.91
7-Oct-17,Inv00469,Cus0202,Pro153,13,90.87,20.9,111.77,112.77
7-Oct-17,Inv00470,Cus0209,Pro150,4,21,4.83,25.83,26.83
7-Oct-17,Inv00471,Cus0201,Pro148,23,80.27,18.46,98.73,99.73
7-Oct-17,Inv00472,Cus0203,Pro148,25,87.25,20.07,107.32,108.32
7-Oct-17,Inv00473,Cus0208,Pro153,5,34.95,8.04,42.99,43.99
7-Oct-17,Inv00474,Cus0204,Pro153,6,41.94,9.65,51.59,52.59
7-Oct-17,Inv00475,Cus0202,Pro151,14,38.5,8.86,47.36,48.36
7-Oct-17,Inv00476,Cus0206,Pro149,25,106.25,24.44,130.69,131.69
7-Oct-17,Inv00477,Cus0203,Pro152,10,14.9,3.43,18.33,19.33
7-Oct-17,Inv00478,Cus0204,Pro153,25,174.75,40.19,214.94,215.94
7-Oct-17,Inv00479,Cus0201,Pro153,19,132.81,30.55,163.36,164.36
7-Oct-17,Inv00480,Cus0204,Pro147,11,19.25,4.43,23.68,24.68
8-Oct-17,Inv00481,Cus0209,Pro145,18,71.82,16.52,88.34,89.34
8-Oct-17,Inv00482,Cus0205,Pro147,15,26.25,6.04,32.29,33.29
8-Oct-17,Inv00483,Cus0202,Pro153,22,153.78,35.37,189.15,190.15
8-Oct-17,Inv00484,Cus0204,Pro146,9,15.75,3.62,19.37,20.37
8-Oct-17,Inv00485,Cus0200,Pro149,16,68,15.64,83.64,84.64
8-Oct-17,Inv00486,Cus0200,Pro146,16,28,6.44,34.44,35.44
8-Oct-17,Inv00487,Cus0205,Pro150,3,15.75,3.62,19.37,20.37
8-Oct-17,Inv00488,Cus0204,Pro150,2,10.5,2.42,12.92,13.92
8-Oct-17,Inv00489,Cus0201,Pro145,14,55.86,12.85,68.71,69.71
8-Oct-17,Inv00490,Cus0204,Pro148,9,31.41,7.22,38.63,39.63
8-Oct-17,Inv00491,Cus0208,Pro145,5,19.95,4.59,24.54,25.54
8-Oct-17,Inv00492,Cus0201,Pro145,15,59.85,13.77,73.62,74.62
8-Oct-17,Inv00493,Cus0200,Pro145,3,11.97,2.75,14.72,15.72
8-Oct-17,Inv00494,Cus0206,Pro151,4,11,2.53,13.53,14.53
8-Oct-17,Inv00495,Cus0201,Pro151,15,41.25,9.49,50.74,51.74
8-Oct-17,Inv00496,Cus0205,Pro151,17,46.75,10.75,57.5,58.5
8-Oct-17,Inv00497,Cus0200,Pro152,9,13.41,3.08,16.49,17.49
8-Oct-17,Inv00498,Cus0205,Pro145,19,75.81,17.44,93.25,94.25
8-Oct-17,Inv00499,Cus0201,Pro145,18,71.82,16.52,88.34,89.34
8-Oct-17,Inv00500,Cus0202,Pro147,19,33.25,7.65,40.9,41.9
8-Oct-17,Inv00501,Cus0209,Pro153,5,34.95,8.04,42.99,43.99
8-Oct-17,Inv00502,Cus0203,Pro150,12,63,14.49,77.49,78.49
8-Oct-17,Inv00503,Cus0203,Pro147,5,8.75,2.01,10.76,11.76
8-Oct-17,Inv00504,Cus0207,Pro152,15,22.35,5.14,27.49,28.49
8-Oct-17,Inv00505,Cus0207,Pro150,14,73.5,16.91,90.41,91.41
8-Oct-17,Inv00506,Cus0202,Pro149,16,68,15.64,83.64,84.64
8-Oct-17,Inv00507,Cus0206,Pro153,16,111.84,25.72,137.56,138.56
8-Oct-17,Inv00508,Cus0206,Pro152,18,26.82,6.17,32.99,33.99
8-Oct-17,Inv00509,Cus0209,Pro150,17,89.25,20.53,109.78,110.78
8-Oct-17,Inv00510,Cus0200,Pro149,17,72.25,16.62,88.87,89.87
8-Oct-17,Inv00511,Cus0203,Pro146,9,15.75,3.62,19.37,20.37
8-Oct-17,Inv00512,Cus0200,Pro151,13,35.75,8.22,43.97,44.97
8-Oct-17,Inv00513,Cus0207,Pro145,8,31.92,7.34,39.26,40.26
8-Oct-17,Inv00514,Cus0207,Pro149,3,12.75,2.93,15.68,16.68
8-Oct-17,Inv00515,Cus0204,Pro154,14,69.86,16.07,85.93,86.93
8-Oct-17,Inv00516,Cus0206,Pro146,24,42,9.66,51.66,52.66
8-Oct-17,Inv00517,Cus0205,Pro145,21,83.79,19.27,103.06,104.06
8-Oct-17,Inv00518,Cus0203,Pro154,9,44.91,10.33,55.24,56.24
8-Oct-17,Inv00519,Cus0205,Pro145,19,75.81,17.44,93.25,94.25
8-Oct-17,Inv00520,Cus0205,Pro152,16,23.84,5.48,29.32,30.32
8-Oct-17,Inv00521,Cus0207,Pro154,8,39.92,9.18,49.1,50.1
8-Oct-17,Inv00522,Cus0205,Pro147,11,19.25,4.43,23.68,24.68
9-Oct-17,Inv00523,Cus0210,Pro146,24,42,9.66,51.66,52.66
9-Oct-17,Inv00524,Cus0201,Pro153,5,34.95,8.04,42.99,43.99
9-Oct-17,Inv00525,Cus0204,Pro147,7,12.25,2.82,15.07,16.07
9-Oct-17,Inv00526,Cus0209,Pro147,24,42,9.66,51.66,52.66
9-Oct-17,Inv00527,Cus0202,Pro153,2,13.98,3.22,17.2,18.2
9-Oct-17,Inv00528,Cus0208,Pro151,20,55,12.65,67.65,68.65
9-Oct-17,Inv00529,Cus0204,Pro152,2,2.98,0.69,3.67,4.67
9-Oct-17,Inv00530,Cus0205,Pro150,2,10.5,2.42,12.92,13.92
9-Oct-17,Inv00531,Cus0205,Pro147,15,26.25,6.04,32.29,33.29
9-Oct-17,Inv00532,Cus0209,Pro148,22,76.78,17.66,94.44,95.44
9-Oct-17,Inv00533,Cus0201,Pro146,7,12.25,2.82,15.07,16.07
9-Oct-17,Inv00534,Cus0210,Pro154,23,114.77,26.4,141.17,142.17
9-Oct-17,Inv00535,Cus0200,Pro147,26,45.5,10.47,55.97,56.97
9-Oct-17,Inv00536,Cus0208,Pro152,19,28.31,6.51,34.82,35.82
9-Oct-17,Inv00537,Cus0201,Pro146,5,8.75,2.01,10.76,11.76
9-Oct-17,Inv00538,Cus0207,Pro149,20,85,19.55,104.55,105.55
9-Oct-17,Inv00539,Cus0200,Pro147,9,15.75,3.62,19.37,20.37
9-Oct-17,Inv00540,Cus0210,Pro147,10,17.5,4.03,21.53,22.53
9-Oct-17,Inv00541,Cus0203,Pro146,26,45.5,10.47,55.97,56.97
9-Oct-17,Inv00542,Cus0204,Pro146,14,24.5,5.64,30.14,31.14
9-Oct-17,Inv00543,Cus0207,Pro147,24,42,9.66,51.66,52.66
9-Oct-17,Inv00544,Cus0210,Pro149,15,63.75,14.66,78.41,79.41
9-Oct-17,Inv00545,Cus0200,Pro146,16,28,6.44,34.44,35.44
9-Oct-17,Inv00546,Cus0209,Pro149,27,114.75,26.39,141.14,142.14
9-Oct-17,Inv00547,Cus0200,Pro151,19,52.25,12.02,64.27,65.27
9-Oct-17,Inv00548,Cus0210,Pro153,21,146.79,33.76,180.55,181.55
9-Oct-17,Inv00549,Cus0208,Pro154,13,64.87,14.92,79.79,80.79
9-Oct-17,Inv00550,Cus0202,Pro151,5,13.75,3.16,16.91,17.91
9-Oct-17,Inv00551,Cus0201,Pro148,13,45.37,10.44,55.81,56.81
9-Oct-17,Inv00552,Cus0200,Pro150,22,115.5,26.57,142.07,143.07
9-Oct-17,Inv00553,Cus0204,Pro146,22,38.5,8.86,47.36,48.36
9-Oct-17,Inv00554,Cus0208,Pro153,20,139.8,32.15,171.95,172.95
9-Oct-17,Inv00555,Cus0204,Pro149,23,97.75,22.48,120.23,121.23
9-Oct-17,Inv00556,Cus0210,Pro145,8,31.92,7.34,39.26,40.26
9-Oct-17,Inv00557,Cus0207,Pro146,26,45.5,10.47,55.97,56.97
9-Oct-17,Inv00558,Cus0203,Pro150,22,115.5,26.57,142.07,143.07
